Nombre De La Finca,Dpto,Municipio,Corregimiento,Vereda/Sector,Area (Has),Altura M.S.N.M.,T (°C),Pp (Mm/Año),Tipo Suelo,Pendiente,Nivel Tecnlogico,Tenencia del predio,Agua Propia, Acueducto,Energ Electrica,Gas Natural,E Internet,Analisis De Suelos,Cultivo,Variedad,Area Cultivada (Has),Produccion (Kg),% Al Mercado,Forma Venta,Sitio Venta,Forma Pago,Participacion En Produccion,Especie,Raza,Numero,Produccion,Participacion Produccion,Tipo Organización,Nombre De La Organización,Longitud (W),Latitud (N)
La Isabella,Valle,Palmira,Bolo La Italia,Callejon Jimenez,"0,2651",985,24,1.000,FrAr,Plana,Medio,propietaria,no,si,si,si,no,no,Cítricos,Varias,"0,0072",750,95%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,333642","3,463453"
no,Valle,Palmira,Bolo Alizal,San Pablo,"1,25",978,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,platano,Dominico hartón,"0,6",3.900,100%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,379461","3,465661"
La Pola,Valle,Palmira,Bolo Alizal,San Pablo,"0,6",963,24,1.000,FrAr,Plana,Medio,Arrendatario,si,si,si,no,no,no,Plátano,Dominico hartón,"0,5",6.300,95%,fresco,finca,contado,si,no,no,no,no,no,Publica,SDEA,"-76,379615","3,453727"
los naranjos,Valle,Palmira,Bolo Alizal,la virgen,"0,3",969,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,Gallinas,Lohman,10,8 huevos/dia,no,Publica,SDEA,"-76,356955","3,461206"
villa gloria,Valle,Palmira,Bolo la italia ,la palma,"0,24",981,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,cerdos,pietran,60,no,no,Publica,SDEA,"-76,320363","3,463761"
no,Valle,Palmira,Bolo la italia,la cancha,0,972,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,citricos,limon pajarito,"0,2",1.800,80%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,316997","3,473217"
La Marcela,Valle,Palmira,Bolo San Isidro,Yerbabuena,"0,7",975,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Plátano,Dominico hartón,"0,4",4.200,95%,fresco,finca,contado,no,no,no,no,no,no,Pública,SDEA,"-76,330937","3,459905"
no,Valle,Palmira,Bolo San Isidro,callejon yerba buena,"0,2",977,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,si,no,no,no,no,no,no,no,no,no,no,Gallinas,Lohman,20,0 huevos/dia,no,Publica,SDEA,"-76,330925","3,461062"
no,Valle,Palmira,bolo san isidro,hierba buena,3,952,24,1.000,FrAr,Plana,Medio,administrador,si,si,si,no,no,no,cilantro,no,"2,88",no,100%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,329857","3,459002"
no,Valle,Palmira,bolo la italia ,los almendros,1,974,24,1.000,FrAr,Plana,Medio,arrendatario,si,no,no,no,no,no,pimenton,no,"0,64",no,0%,fresco,finca,contado,no,no,no,no,no,no,Pública,SDEA,"-76,317388","3,478162"
Casa Grande,Valle,Palmira,Bolo La Italia,Callejón Jiménez,"0,1",961,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,Plátano,Dominico hartón,"0,1",280,50%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,318193","3,467185"
El Canei,Valle,Palmira,bolo san isidro,la trocha,1,965,24,1.000,FrAr,Plana,Medio,propietario,si,si,si,no,no,no,platano,varias,"1,2",700,98%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,334644","3,4685"
El Guadual,Valle,Palmira,bolo san isidro,la palma,2,960,24,1.000,FrAr,Plana,Medio,administrador,si,si,si,no,no,no,platano,Dominico hartón,"1,28",8.200,95%,fresco,finca,contado,no,no,no,no,no,no,Pública,SDEA,"-76,330715","3,469318"
no,Valle,Palmira,Bolo San Isidro,la palma,2,970,24,1.000,FrAr,Plana,Medio,Administrador,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,gallinas,varios,10,no,no,Publica,SDEA,"-76,329982","3,469305"
Villa Alejandra,Valle,Palmira,Bolo San Isidro,Yerbabuena,"0,2",977,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,si,no,Plátano,Dominico hartón,"0,15",1.100,70%,fresco,finca,contado,no,no,no,no,no,no,Pública,SDEA,"-76,331247","3,461223"
El Pirata,Valle,Palmira,Bolo San Isidro,Nachira,"1,6",961,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Aguacate,Varias,"0,3",2.100,95%,fresco,plaza,contado,no,no,no,no,no,no,Publica,SDEA,"-76,366462","3,463927"
Villa Luz,Valle,Palmira,Bolo Alizal,La Virgen,"0,6",969,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Aguacate,Varias,"0,3",2.750,97%,fresco,plaza,contado,no,no,no,no,no,no,Publica,SDEA,"-76,357213","3,46152"
La María,Valle,Palmira,Bolo Alizal,La Virgen,"0,6",967,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Plátano,Dominico hartón,"0,4",3.800,90%,fresco,plaza,contado,no,no,no,no,no,no,Publica,SDEA,"-76,356828","3,461153"
villa daira,Valle,Palmira,Bolo Alizal,San Pablo,"3,2",968,24,1.000,FrAr,Plana,Medio,Administrador,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,Cerdos,pietran,23,no,no,Publica,SDEA,"-76,36056","3,466118"
El Alambique,Valle,Palmira,Bolo Alizal,la virgen,"0,6",980,24,1.000,FrAr,Plana,Medio,propietario,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,cerdos,pig,20,no,no,Publica,SDEA,"-76,356732","3,461123"
La aurora,Valle,Palmira,Bolo Alizal,El Descanso,1,965,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,Gallinas,Lohman,15,10 huevos/dia,no,Pública,SDEA,"-76,360667","3,465308"
no,Valle,Palmira,Bolo la italia,callejon la playa,"0,3",979,24,1000,FrAr,Plana,Medio,propietario,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,Gallinas,criollas,12,8huevos/ dia,no,Publica,SDEA,"-76,320355","3,463783"
no,Valle,Palmira,Bolo La Italia,san pablo,"0,32",976,24,1.000,FrAr,Plana,Medio,propietario,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,cerdos,pietran,2,no,no,Publica,SDEA,"-76,378561","3,457151"
no,Valle,Palmira,Bolo Alizal,San Pablo,"1,7",972,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,cerdos,pig,10,no,no,Publica,SDEA,"-76,377005","3,463173"
Villa Alejandra,Valle,Palmira,Bolo La Italia,La Cancha,"0,3",975,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Plátano,Dominico hartón,"0,2",1.700,90%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,318348","3,472983"
no,Valle,Palmira,Bolo San Isidro,principal,"0,64",985,24,1.000,FrAr,Plana,Medio,Arrendatario,si,si,si,si,si,no,Maracuya,comun,"0,64",8.100,90%,fresco,finca,contado,no,no,no,no,no,no,Pública,SDEA,"-76,333642","3,463453"
El Porvenir,Valle,Palmira,Bolo La Italia,Callejón Jiménez,"1,3",975,24,1.000,FrAr,Plana,Medio,Arrendatario,si,si,si,no,no,no,Hotalizas,chinas,"0,3",2.700,98%,fresco,plaza,contado,no,no,no,no,no,no,Publica,SDEA,"-76,318005","3,46742"
no,Valle,Palmira,Bolo Alizal,San Pablo,"0,32",968,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,Gallinas,criollas,25,18 huevos/dia,no,Publica,SDEA,"-76,356965","3,461203"
villa celsa,Valle,Palmira,Bolo Alizal,el descanso,"0,32",966,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,si,si,no,papaya,no,"0,32",0,0%,no,no,no,no,no,no,no,no,no,Publica,SDEA,"-76,365293","3,462855"
no,Valle,Palmira,Bolo Alizal,el descanso,"0,64",968,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,cerdos,pietran,12,no,no,Publica,SDEA,"-76,365309","3,462842"
no,Valle,Palmira,Bolo Alizal,San Pablo,"0,96",968,24,1.000,FrAr,Plana,Medio,Administrador,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,Gallinas,varias,80,no,no,Pública,SDEA,"-76,377781","3,456112"
no,Valle,Palmira,Bolo Alizal,San Pablo,"0,32",968,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,cerdos,pietran,12,no,no,Publica,SDEA,"-76,379761","3,455331"
no,Valle,Palmira,Bolo Alizal,San Pablo,"0,32",960,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,Gallinas,Lohman,33,28 huevos/dia,no,Publica,SDEA,"-76,379805","3,455267"
no,Valle,Palmira,Bolo Alizal,San Pablo,"0,32",959,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,Gallinas,Lohman,30,25 huevos/dia,no,Publica,SDEA,"-76,379709","3,455262"
la soledad,Valle,Palmira,Bolo Alizal,San Pablo,"0,32",972,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,Gallinas,Criollas,16,12 huevos/dia,no,Publica,SDEA,"-76,378707","3,456201"
no,Valle,Palmira,Bolo La Italia,La Cancha,"0,16",975,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,Gallinas,Lohman,25,20 huevos/dia,no,Publica,SDEA,"-76,316944","3,473255"
